STATE,Date,Home Value,Structure Cost,Land Value,Land Share (Pct),Home Price Index,Land Price Index
OR,2004Q4,273260.743197556,140831.3846183,132429.358579256,48.4626357337818%,1.46987476673914,1.97960354517057
OR,2005Q1,285286.952385819,143952.183970322,141334.768415498,49.5412661650078%,1.53456397609467,2.11752977771262
OR,2005Q2,298493.326036649,146542.054634562,151951.271402087,50.9060867188133%,1.6056013126778,2.28177184795149
OR,2005Q3,312440.780697772,148873.172637114,163567.608060658,52.3515552916502%,1.68062493819653,2.46219732594945
OR,2005Q4,326363.956607539,151193.22672039,175170.729887148,53.6734300282416%,1.75551796784712,2.64369228475811
OR,2006Q1,339509.726182436,153709.37569828,185800.350484156,54.726075913453%,1.82622931394611,2.81222006439363
OR,2006Q2,351289.067242605,156256.410106038,195032.657136567,55.5191366094736%,1.88959061491658,2.96027694576006
OR,2006Q3,361253.63141747,158695.279160668,202558.352256802,56.0709525498783%,1.94319019629369,3.08343627519771
OR,2006Q4,369140.380373971,160855.901358216,208284.479015755,56.424192553723%,1.98561316985044,3.18010040034191
OR,2007Q1,374744.851337404,162820.827970589,211924.023366815,56.5515503710038%,2.01575972640912,3.24835486248602
OR,2007Q2,377631.520431021,164395.057862359,213236.462568661,56.4668072001187%,2.03128717470258,3.27779898183734
OR,2007Q3,377710.409433037,166061.615979189,211648.793453848,56.0346731697291%,2.03171152015404,3.26191411533957
OR,2007Q4,375297.979923647,168134.770959002,207163.208964645,55.199660015967%,2.01873501565912,3.20040750252203
OR,2008Q1,370802.391189537,170807.805968438,199994.585221099,53.9356244655043%,1.99455315783138,3.09650670026482
OR,2008Q2,364747.585414737,173692.170365541,191055.415049195,52.3801726698083%,1.96198424170481,2.96378289473528
OR,2008Q3,357653.587425247,176298.16624536,181355.421179888,50.7070046425278%,1.92382549076959,2.81804628696982
OR,2008Q4,350149.519434281,178124.048584715,172025.470849567,49.1291466364139%,1.88346096544938,2.67694239507676
OR,2009Q1,342803.843989826,178796.296778038,164007.547211788,47.8429720340754%,1.84394843666784,2.55472353602926
OR,2009Q2,335804.227322163,178717.411780503,157086.815541659,46.7792847023793%,1.80629736466879,2.44951259848742
OR,2009Q3,329479.306091199,178336.124542064,151143.181549136,45.8733458383877%,1.77227549233462,2.35895782319213
OR,2009Q4,323685.279350753,178136.938935801,145548.340414952,44.9660054689209%,1.74110931162408,2.27332357104935
OR,2010Q1,318047.919790858,178268.717201553,139779.202589305,43.9491013433515%,1.71078584667568,2.18093343841828
OR,2010Q2,312290.506149983,179212.425970312,133078.080179671,42.6135529447564%,1.67981660852834,2.07860806166963
OR,2010Q3,306211.81596754,180562.776642595,125649.039324945,41.0333738846526%,1.64711921771602,1.96563569810522
OR,2010Q4,300553.78934484,182143.271800621,118410.517544219,39.3974462282892%,1.6166845842413,1.85620076921711
OR,2011Q1,296021.818731093,183983.659437932,112038.159293161,37.8479396462788%,1.5923070275868,1.76366801133923
OR,2011Q2,293268.001388848,185581.212860673,107686.788528175,36.7195834588825%,1.5774941914062,1.69924555096077
OR,2011Q3,292711.674578067,187077.447832491,105634.226745576,36.088149506795%,1.57450169884521,1.67061568101307
OR,2011Q4,294299.399938809,188430.329970764,105869.069968045,35.9732537647229%,1.58304210394314,1.67785062746336
OR,2012Q1,297985.90262449,189575.205458929,108410.697165561,36.3811496486046%,1.60287187243382,1.72075385700246
OR,2012Q2,303748.947130899,190698.667490219,113050.279640679,37.2183280661582%,1.63387139911461,1.79790812486474
OR,2012Q3,311286.967401208,191856.800332984,119430.167068225,38.3665811856154%,1.67441855439511,1.90309936405842
OR,2012Q4,320031.17858431,193150.015626451,126881.162957859,39.6465005438314%,1.72145383367702,2.02579793098044
OR,2013Q1,329616.913724047,194652.816911541,134964.096812505,40.9457437385925%,1.77301568642495,2.15907211550529
OR,2013Q2,339334.160166089,196336.208083433,142997.952082656,42.1407476372744%,1.82528494098457,2.29205871479896
OR,2013Q3,348659.876010425,198144.646883592,150515.229126833,43.1696445398646%,1.87544814496685,2.41724030379817
OR,2013Q4,357477.924707016,200022.538818239,157455.385888777,44.0461843952532%,1.92288059764677,2.53359424583681
OR,2014Q1,365860.641705227,203975.327616569,161885.314088659,44.2478079451599%,1.96797139279065,2.60987363082459
OR,2014Q2,374081.206041816,204371.716237984,169709.489803832,45.3670184609224%,2.01218996566473,2.74130969519411
OR,2014Q3,382485.363234499,208903.924643457,173581.438591043,45.3825048684598%,2.05739608802495,2.80920479819725
OR,2014Q4,391490.914329922,213344.735092532,178146.17923739,45.5045500972369%,2.1058371196962,2.88858831156811
OR,2015Q1,401370.002795184,213767.529212711,187602.473582473,46.7405317477613%,2.15897692559571,3.04779422194423
OR,2015Q2,412243.244017861,211944.94753197,200298.296485891,48.5874054681204%,2.21746429820131,3.26034911579327
OR,2015Q3,423967.513613886,213331.290900972,210636.222712914,49.6821610027282%,2.28052936871232,3.4351745814796
OR,2015Q4,436298.556335583,215598.710528286,220699.845807297,50.5845922711565%,2.34685828347744,3.6061358000012
OR,2016Q1,448948.770558487,218013.099877504,230935.670680983,51.4392032733939%,2.41490402785518,3.78052680017958
PA,1975Q1,30378.5273181343,27342.8647362175,3035.66258191678,9.99279046718192%,0.242745468623222,0.00154288608856185
PA,1975Q2,30806.05110655,27552.0198186243,3254.03128792578,10.5629614021964%,0.246161679727853,0.00165611726498362
PA,1975Q3,31263.6190176963,27691.7462650686,3571.87275262762,11.4250136895726%,0.249817964176897,0.0018209141689937
PA,1975Q4,31709.7769676778,27851.5483835313,3858.22858414651,12.167315424764%,0.253383075135505,0.00197079550575862
PA,1976Q1,32185.2771356706,28107.7383349611,4077.53880070945,12.6689566273467%,0.25718265073379,0.00209010585986203
PA,1976Q2,32678.30486247,28447.685786167,4230.619076303,12.9462623416606%,0.261122283663749,0.0021731137697651
PA,1976Q3,33128.2485744871,28857.1658411181,4271.08273336893,12.8925702901729%,0.264717645482439,0.00219799271298015
PA,1976Q4,33564.4945377062,29317.3219479149,4247.17258979132,12.6537659758888%,0.268203552803344,0.00218924159217129
PA,1977Q1,34098.2893808305,29805.5118323408,4292.77754848979,12.5894220104282%,0.27246894322158,0.00221340365394398
PA,1977Q2,34785.1613323172,30318.2141839063,4466.94714841095,12.841530633526%,0.277957525732565,0.00230694555503973
PA,1977Q3,35535.8475341333,30836.2152944101,4699.63223972315,13.2250461599629%,0.283956028291312,0.00243164644818376
PA,1977Q4,36321.7408733162,31345.0061270559,4976.73474626026,13.7018067598088%,0.290235860256503,0.00258049148707891
PA,1978Q1,37123.1961557773,31843.2368337577,5279.95932201959,14.2228037151319%,0.29664004292422,0.00274705132601352
PA,1978Q2,37950.4788207584,32342.1181792062,5608.36064155221,14.7781024530434%,0.303250604262223,0.00292450175760102
PA,1978Q3,38805.6095550601,32878.4875397561,5927.12201530406,15.2738794294527%,0.310083690957254,0.00309723287792399
PA,1978Q4,39748.7138028982,33483.9682341321,6264.7455687661,15.7608761879216%,0.317619746941948,0.00328003013013309
PA,1979Q1,40768.9672580998,34178.4022597321,6590.56499836766,16.1656412747573%,0.325772278514784,0.00345666980189721
PA,1979Q2,41766.675689228,34937.4160031651,6829.25968606288,16.3509773602217%,0.333744659734166,0.00358759081015316
PA,1979Q3,42633.1760442016,35724.0414354428,6909.13460875885,16.2060049234792%,0.340668597571162,0.00363468157260188
PA,1979Q4,43363.8394932728,36501.792410443,6862.0470828298,15.8243531085257%,0.346507104470894,0.00361432105572904
PA,1980Q1,43952.1310220651,37239.0349535261,6713.09606853898,15.273653205049%,0.35120796114338,0.00353680992145581
PA,1980Q2,44436.0299999999,37959.7429222379,6476.287077762,14.5744052242336%,0.355074649048787,0.00341590927501812
PA,1980Q3,44920.851888713,38680.9050064864,6239.94688222661,13.8909807358183%,0.358948711650373,0.00329530756974772
PA,1980Q4,45355.6551965763,39424.260090644,5931.39510593229,13.0775204993181%,0.362423091156031,0.00313649566169572
PA,1981Q1,45746.6743147183,40211.3791457912,5535.29516892708,12.0998854055412%,0.365547604667829,0.00293383623500423
PA,1981Q2,46103.593023068,41027.6298086598,5075.96321440813,11.0099080821496%,0.368399632292849,0.00269326497098153
PA,1981Q3,46421.3644081242,41869.9826013403,4551.3818067839,9.80449813316422%,0.370938845697525,0.00241677042493287
PA,1981Q4,46734.8150587845,42730.7466280048,4004.06843077967,8.56763512542679%,0.373443533442522,0.00212716107491996
PA,1982Q1,47130.3464349857,43600.2212982061,3530.1251367796,7.49013195065149%,0.376604103020686,0.00187572806127132
PA,1982Q2,47566.5711067067,44458.9638446297,3107.60726207699,6.53317485320869%,0.380089840207779,0.00165132508557495
PA,1982Q3,48019.8063161125,45285.924195873,2733.88212023947,5.69323854045232%,0.383711503369774,0.00145266668621653
PA,1982Q4,48562.9351056364,46059.7588546296,2503.17625100684,5.15449950782795%,0.388051478482954,0.00132995539215232
PA,1983Q1,49224.0576939321,46762.8548092355,2461.20288469661,5%,0.393334305752116,0.00130707203295206
PA,1983Q2,49961.4245178726,47463.353291979,2498.07122589363,5%,0.39922637725875,0.00136082761593411
PA,1983Q3,50726.1932938992,48189.8836292042,2536.30966469496,5%,0.405337409336798,0.00146391183869554
PA,1983Q4,51484.068378896,48909.8649599512,2574.2034189448,5%,0.411393356050041,0.0015998740666386
PA,1984Q1,52249.1994731792,49636.7394995203,2612.45997365897,5%,0.417507283301844,0.00177917631372235
PA,1984Q2,53048.8454490845,50396.4031766303,2652.44227245422,5%,0.423897008357341,0.00202245241485189
PA,1984Q3,53871.6382267556,51178.0563154178,2693.58191133778,5%,0.430471692386752,0.0023292159177635
PA,1984Q4,54729.1116965422,51992.6561117151,2736.45558482711,5%,0.437323499160515,0.00271546629031657
PA,1985Q1,55663.7613750944,52880.5733063397,2783.18806875472,5%,0.444791997282321,0.00323581811481141
PA,1985Q2,56711.1417729713,53875.5846843228,2835.55708864857,5%,0.453161291910953,0.00398375736141144
PA,1985Q3,57881.3116063945,54987.2460260748,2894.06558031973,5%,0.462511759154093,0.0050809419905542
PA,1985Q4,59208.8877305218,56248.4433439957,2960.44438652609,5%,0.473120011654599,0.00677059433259533
PA,1986Q1,60753.6283230198,57715.9469068688,3037.68141615099,5%,0.485463558631065,0.00953350600864601
PA,1986Q2,62555.9500073831,59428.152507014,3127.79750036916,5%,0.499865356891358,0.0141671081735708
PA,1986Q3,64629.4999075894,61398.0249122099,3231.47499537947,5%,0.516434456405893,0.0220242971015205
PA,1986Q4,66960.2873192278,63612.2729532664,3348.01436596139,5%,0.535059061758685,0.0353381057158827
PA,1987Q1,69520.479349922,66044.4553824259,3476.0239674961,5%,0.555516768866999,0.0577329576238619
PA,1987Q2,72258.9715766557,68646.0229978229,3612.94857883279,5%,0.577399218004114,0.0949027008848849
PA,1987Q3,75071.8655413955,71318.2722643257,3753.59327706978,5%,0.599876188546745,0.154106159573086
PA,1987Q4,77819.4840941347,73015.3465655981,4804.13752853664,6.17343790499214%,0.62183156334809,0.241781155536769
PA,1988Q1,80408.3742336034,73675.9404695093,6732.43376409407,8.37280174890107%,0.642518588217271,0.339323824439431
PA,1988Q2,82786.3510597423,74360.3970334198,8425.95402632243,10.1779507351905%,0.661520269667829,0.425214952187504
PA,1988Q3,84860.4436060023,75065.5327054065,9794.91090059582,11.5423753216192%,0.678093705300085,0.494954161475832
PA,1988Q4,86605.4919528848,75785.312759992,10820.1791928928,12.4936409330476%,0.692037849935473,0.547495414908727
PA,1989Q1,88080.7255081508,76520.1359552223,11560.5895529285,13.1249935627049%,0.703825987554902,0.586194961762127
PA,1989Q2,89348.7086236885,77235.6292661976,12113.0793574909,13.5570838617353%,0.713958050652108,0.614817361175936
PA,1989Q3,90445.646292282,77923.2085488573,12522.4377434247,13.8452631572309%,0.722723342189273,0.635997084261726
PA,1989Q4,91333.4351583195,78566.4491811818,12766.9859771377,13.9784362156172%,0.729817389970718,0.648591009094438
PA,1990Q1,91996.0087186186,79137.1008562746,12858.9078623439,13.9776801640107%,0.7351118115109,0.652163073872608
PA,1990Q2,92476.8199999998,79715.2157462694,12761.6042537304,13.7997870749993%,0.738953826582794,0.647337442138008
PA,1990Q3,92999.1257078445,80318.2082866081,12680.9174212364,13.6355232640287%,0.743127410854592,0.643522526618444
PA,1990Q4,93469.6497853723,80984.3122169201,12485.3375684522,13.3576381179574%,0.746887224044411,0.634034260559033
PA,1991Q1,93956.1215567587,81737.0944653199,12219.0270914388,13.0050356368289%,0.750774470351004,0.621338361745363
PA,1991Q2,94484.9302404906,82501.5517557078,11983.3784847828,12.682846306053%,0.755000017903071,0.609980436401421
PA,1991Q3,95097.491269127,83201.4613164558,11896.0299526712,12.509299450398%,0.759894804684519,0.606210129898808
PA,1991Q4,95790.3343783769,83755.4092803382,12034.9250980387,12.5638199053572%,0.765431100880709,0.614034381517334
PA,1992Q1,96508.76129693,84147.9546213614,12360.8066755686,12.8079632454694%,0.771171829428521,0.632708453127571
PA,1992Q2,97198.5771635879,84457.2663971264,12741.3107664615,13.1085362957706%,0.776683935860213,0.652622130183859
PA,1992Q3,97861.3866713401,84881.6473724409,12979.7392988992,13.2633919673452%,0.781980242783926,0.664832723110842
PA,1992Q4,98520.8551516009,85597.2213725296,12923.6337790713,13.1176630157999%,0.787249852584516,0.661513901157154
PA,1993Q1,99192.3431393937,86679.8061755,12512.5369638938,12.6144181777318%,0.792615506573093,0.638067589938663
PA,1993Q2,99893.2896988735,88027.9450896285,11865.344609245,11.8780196798132%,0.798216554947784,0.604495247096587
PA,1993Q3,100608.222924939,89364.5798859615,11243.6430389774,11.1756700517074%,0.803929366473442,0.572477556242461
PA,1993Q4,101314.785349228,90443.1794297541,10871.6059194741,10.7305225806876%,0.80957528949662,0.553375603001667
PA,1994Q1,101962.27608798,91093.279289034,10868.996798946,10.6598216673463%,0.814749188848668,0.553211446001775
PA,1994Q2,102517.673333005,91447.2045565456,11070.4687764597,10.7985954192501%,0.819187197416491,0.563653309962318
PA,1994Q3,102976.529581252,91713.4818944322,11263.0476868196,10.9374900597448%,0.822853776571064,0.573837748314653
PA,1994Q4,103350.094089306,92100.3099134622,11249.7841758435,10.8851223358563%,0.825838815661962,0.573726855085967
PA,1995Q1,103709.67957293,92776.5106863403,10933.1688865898,10.5420910869765%,0.828712152668012,0.559115948678013
PA,1995Q2,104122.444763919,93632.1189688726,10490.3257950462,10.0749899013909%,0.832010432359737,0.53700220243768
PA,1995Q3,104587.481594127,94558.4807906954,10029.0008034316,9.58910249158803%,0.835726398643875,0.513751212486376
PA,1995Q4,105106.403799357,95430.4902061742,9675.91359318308,9.20582689866728%,0.839872946386907,0.495885062109729
PA,1996Q1,105672.975865495,96144.9847975312,9527.99106796391,9.01648788626104%,0.844400249513328,0.488027963153834
PA,1996Q2,106271.396541214,96745.5475922692,9525.84894894484,8.96369979032932%,0.849182045083599,0.488051550149266
PA,1996Q3,106882.091941017,97278.7036679256,9603.38827309151,8.98503023162304%,0.854061924198829,0.492194306803108
PA,1996Q4,107492.771084471,97798.8511147362,9693.91996973466,9.01820640768196%,0.858941673414573,0.497042466234015
PA,1997Q1,108127.015728095,98348.9808021678,9778.03492592768,9.04310070899976%,0.864009727294411,0.50152966526376
PA,1997Q2,108793.207152076,98938.7751923853,9854.43195969086,9.05794784219927%,0.869333058070568,0.505764024517861
PA,1997Q3,109538.729484895,99562.6927504785,9976.03673441643,9.10731462865114%,0.875290297740351,0.512394434167474
PA,1997Q4,110395.651467019,100216.929806856,10178.7216601635,9.2202197504169%,0.882137697745819,0.523276689544843
PA,1998Q1,111373.245138172,100898.483088908,10474.7620492638,9.40509728011298%,0.889949348104701,0.539395275461071
PA,1998Q2,112486.989199196,101555.882343733,10931.1068554625,9.7176632900231%,0.898848934354829,0.563441561918401
PA,1998Q3,113726.732486994,102154.717033033,11572.015453961,10.1752817485408%,0.908755341673973,0.597007300459634
PA,1998Q4,115093.104003803,102653.633090056,12439.4709137472,10.8081809257105%,0.919673596225539,0.642275888283802
PA,1999Q1,116551.697834585,103035.512524165,13516.1853104201,11.5967296586299%,0.93132877092431,0.698482576367083
PA,1999Q2,118088.239226352,103365.171205706,14723.0680206462,12.4678529522529%,0.943606800609465,0.761259865634744
PA,1999Q3,119708.058908083,103736.530674419,15971.5282336638,13.3420660057043%,0.956550281496773,0.826096999527571
PA,1999Q4,121413.801892022,104241.422889184,17172.3790028376,14.1436794954414%,0.97018034906558,0.888332859112545
PA,2000Q1,123224.785738501,104908.888175394,18315.8975631076,14.8638096250995%,0.984651363999224,0.945538278168968
PA,2000Q2,125145.6,105784.576879083,19361.0231209173,15.4707981110941%,1,1
PA,2000Q3,127195.631145935,106766.64205647,20428.989089465,16.0610776529158%,1.01638116838255,1.05634215291542
PA,2000Q4,129414.22400395,107789.124915815,21625.0990881349,16.7099862898184%,1.03410926156373,1.12014142203185
PA,2001Q1,131811.293731194,108864.965743464,22946.3279877296,17.4084688331218%,1.05326350851483,1.19479852120748
PA,2001Q2,134378.404245924,109835.025504244,24543.3787416794,18.2643772854773%,1.07377649910124,1.28040860786713
PA,2001Q3,137112.432623078,110771.456638215,26340.9759848629,19.2112235782981%,1.09562327898926,1.376135848143
PA,2001Q4,140029.375461132,111681.321813399,28348.053647733,20.2443619807485%,1.11893167207742,1.48232302398085
PA,2002Q1,143157.719539423,112500.16838275,30657.5511566728,21.4152273836901%,1.14392930745806,1.6007856607054
PA,2002Q2,146502.946461371,113287.928832181,33215.0176291897,22.6719109966485%,1.17065998693818,1.73527730363516
PA,2002Q3,150062.615169154,113904.030512234,36158.5846569198,24.0956647437878%,1.19910420477551,1.89045382241333
PA,2002Q4,153814.123174475,114262.79798728,39551.3251871953,25.713714950825%,1.22908135143765,2.06975558657063
PA,2003Q1,157707.865976106,114401.745566961,43306.1204091448,27.4597085827704%,1.26019505261157,2.27081718529395
PA,2003Q2,161780.560163039,114573.749277798,47206.8108852409,29.1795323478092%,1.2927386992674,2.47772009076782
PA,2003Q3,166086.571750508,115243.226148632,50843.3456018756,30.6125564914734%,1.32714671351216,2.67067595183276
PA,2003Q4,170678.653196441,116838.076232432,53840.5769640098,31.5449975469647%,1.36384062401268,2.82982847022645
PA,2004Q1,175633.894982346,119601.35581182,56032.5391705256,31.903032826413%,1.40343643709684,2.94508474106756
PA,2004Q2,180934.803116655,123190.150836395,57744.6522802604,31.9146185728736%,1.44579436365845,3.03636706647719
PA,2004Q3,186490.867839279,127025.800505956,59465.0673333224,31.8863159479587%,1.49019116804169,3.12815038002631
PA,2004Q4,192207.238201472,130549.880976941,61657.3572245306,32.0785823684232%,1.53586892548737,3.24483545358896
PA,2005Q1,197971.539542217,133331.06945465,64640.4700875666,32.6513953657376%,1.58192968464106,3.40252569961004
PA,2005Q2,203737.106212253,135548.422603476,68188.6836087767,33.4689565766865%,1.62800055465196,3.59109184160596
PA,2005Q3,209315.623920059,137477.192853208,71838.4310668511,34.3206253415117%,1.67257677393419,3.7855038362066
PA,2005Q4,214443.903538347,139405.917926578,75037.9856117699,34.9918950241229%,1.71355527911766,3.95671831209867
PA,2006Q1,218948.298428817,141524.510615806,77423.7878130108,35.3616759612235%,1.74954851332222,4.08469609860476
PA,2006Q2,222756.447505478,143756.002979623,79000.4445258557,35.4649418279634%,1.77997826136499,4.17162009299822
PA,2006Q3,225954.459364152,145883.666923084,80070.7924410681,35.4366949279919%,1.80553259055174,4.23261514784312
PA,2006Q4,228585.621559738,147707.444672735,80878.1768870026,35.3820053663639%,1.82655739842022,4.28051095770985
PA,2007Q1,230628.818978302,149194.04423603,81434.7747422715,35.309886727527%,1.84288396058912,4.31978289927556
PA,2007Q2,232005.330587518,150439.938840908,81565.3917466102,35.1566886588589%,1.85388324150045,4.33184799234765
PA,2007Q3,232633.624910098,151883.044457707,80750.5804523911,34.7114826945577%,1.85890374819489,4.29281353626358
PA,2007Q4,232567.356383496,153890.125443211,78677.2309402849,33.8298685437817%,1.85837421678026,4.18589370605291
PA,2008Q1,231852.132853906,156667.952443744,75184.1804101623,32.4276423445874%,1.85265908552843,4.00234723443408
PA,2008Q2,230651.164859079,159792.383901564,70858.7809575151,30.7211892906796%,1.84306251964974,3.77361625682487
PA,2008Q3,229239.657548506,162674.117487101,66565.540061405,29.0375324990703%,1.83178359885211,3.54576167563305
PA,2008Q4,227886.864156851,164725.201670624,63161.6624862265,27.7162366158821%,1.82097384292257,3.36457820795997
PA,2009Q1,226856.620055996,165536.404969418,61320.215086578,27.030383804291%,1.81274147917303,3.26586393684876
PA,2009Q2,226270.274096092,165436.611782613,60833.6623134791,26.8853973667103%,1.80805616894315,3.23894695264377
PA,2009Q3,226065.610048279,164926.990794228,61138.6192540514,27.0446350689937%,1.80642076148326,3.25363280195278
PA,2009Q4,226033.668950828,164511.665396174,61522.0035546542,27.2180705822361%,1.80616552999728,3.27193562080651
PA,2010Q1,225877.200392061,164498.792901318,61378.4074907431,27.1733523278166%,1.80491523786742,3.25630255852255
PA,2010Q2,225450.86279653,165158.856879177,60292.0059173527,26.7428588072278%,1.8015085052653,3.19770240158961
PA,2010Q3,224848.266177291,166321.921257881,58526.3449194093,26.029262272924%,1.79669334101471,3.10464308048564
PA,2010Q4,224245.274006334,167918.840036905,56326.4339694286,25.1182256656332%,1.791875016032,2.98995100033856
PA,2011Q1,223708.961010846,169937.227017171,53771.7339936757,24.0364685217364%,1.7875895038327,2.86220118111142
PA,2011Q2,223460.124848677,171957.084035119,51503.0408135574,23.0479781788515%,1.7856011305925,2.74413626330616
PA,2011Q3,223538.674936733,173821.622577364,49717.0523593685,22.2409175385153%,1.7862288001874,2.65115079478243
PA,2011Q4,224023.696967049,175288.4000781,48735.2968889486,21.7545275561259%,1.79010446205899,2.60051915958457
PA,2012Q1,225028.971079258,176182.276616044,48846.6944632139,21.7068470023842%,1.79813729830899,2.60673436626228
PA,2012Q2,226534.001266863,176743.848936647,49790.1523302168,21.9791077947555%,1.81016353165324,2.65843514838574
PA,2012Q3,228503.43690942,177234.767671419,51268.6692380008,22.4367168964395%,1.82590068615612,2.73877931489617
PA,2012Q4,230893.145823914,177936.276996255,52956.868827659,22.9356608394281%,1.84499611511643,2.83041793454964
PA,2013Q1,233524.502399363,179062.336487212,54462.1659121513,23.3218207736559%,1.86602247621461,2.91237059558925
PA,2013Q2,236239.728193939,180557.697243349,55682.0309505904,23.5701384251842%,1.88771901044814,2.97913478479495
PA,2013Q3,238878.08442815,182299.647800017,56578.4366281333,23.6850679557215%,1.90880130366669,3.028650132119
PA,2013Q4,241345.167894022,184165.348455066,57179.8194389561,23.6921335272246%,1.92851500886984,3.06241245246987
PA,2014Q1,243702.857277126,187550.466773315,56152.3905038118,23.0413344887287%,1.94735457960269,3.00890724405098
PA,2014Q2,246067.151258257,187646.39743736,58420.7538208969,23.7417930520852%,1.96624692564706,3.1320792299966
PA,2014Q3,248392.02154982,191535.478200169,56856.5433496514,22.889842835893%,1.9848242491132,3.04975378794311
PA,2014Q4,250727.093547805,195322.762715184,55404.3308326209,22.0974646372061%,2.00348309127772,2.97334760661559
PA,2015Q1,253140.712640151,195407.884972013,57732.8276681379,22.806614971574%,2.02276957911545,3.09990626510198
PA,2015Q2,255703.23097568,193420.224373639,62283.0066020415,24.35753602502%,2.04324587501023,3.34598312535319
PA,2015Q3,258406.762664327,194351.417779864,64055.3448844627,24.7885714073479%,2.0648489652399,3.44298384084305
PA,2015Q4,261236.028112588,196068.855522271,65167.1725903167,24.9457064024227%,2.08745675527216,3.50455780337796
PA,2016Q1,264164.381821613,197901.333120798,66263.0487008147,25.0840208827098%,2.11085632912074,3.56533703369873
RI,1975Q1,29286.3967639809,27822.0769257819,1464.31983819905,5%,0.175826162021205,0.000330447741533668
RI,1975Q2,30080.8890794501,28576.8446254776,1504.04445397251,5%,0.180596039849128,0.000460645523568917
RI,1975Q3,30807.9457976851,29267.5485078008,1540.39728988425,5%,0.184961055913386,0.000618492069658795
RI,1975Q4,31461.4335335437,29888.3618568665,1573.07167667719,5%,0.188884387330696,0.000774266325704861
RI,1976Q1,32050.1863026247,30447.6769874935,1602.50931513124,5%,0.192419070706092,0.000883614896411102
RI,1976Q2,32646.356766579,31014.0389282501,1632.31783832895,5%,0.195998287549742,0.000960320046213212
RI,1976Q3,33254.3789246948,31591.65997846,1662.71894623474,5%,0.199648658175631,0.00101077066905559
RI,1976Q4,33873.8554264766,32180.1626551528,1693.69277132383,5%,0.203367797018432,0.00104571606122277
RI,1977Q1,34593.9782469668,32864.2793346184,1729.69891234834,5%,0.207691184177702,0.00113397483797369
RI,1977Q2,35502.9336772435,33727.7869933813,1775.14668386218,5%,0.213148261948035,0.00135433158863462
RI,1977Q3,36601.3000092194,34771.2350087584,1830.06500046097,5%,0.219742502209171,0.00177180656555698
RI,1977Q4,37841.974583213,35949.8758540524,1892.09872916065,5%,0.227191115653174,0.0024778569917836
RI,1978Q1,39204.1644465592,36544.7972204216,2659.36722613765,6.78337942838378%,0.235369268040665,0.00364921421302759
RI,1978Q2,40683.1133230235,37028.3953790295,3654.71794399402,8.98337822618341%,0.244248404209922,0.00502485459324161
RI,1978Q3,42261.3664509972,37598.123909064,4663.24254193321,11.0342919160939%,0.253723731353303,0.00642403656250755
RI,1978Q4,43911.1406272551,38329.7851122304,5581.35551502471,12.7105682869928%,0.263628448002156,0.00770243506863265
RI,1979Q1,45545.3107452192,39271.7268832385,6273.58386198067,13.7743793144263%,0.273439482874317,0.00867144922978941
RI,1979Q2,47126.2156401293,40358.1009480994,6768.11469202991,14.3616766169246%,0.282930730378498,0.00936518748465953
RI,1979Q3,48640.014777175,41497.5577919911,7142.45698518388,14.6843232221541%,0.292019096369124,0.00988992201206713
RI,1979Q4,50033.8287286746,42598.2197346965,7435.60899397808,14.861163302733%,0.300387109670276,0.0102985880355527
RI,1980Q1,51138.3168671781,43571.6948558638,7566.62201131434,14.7963845407098%,0.307018103300392,0.0104514299504812
RI,1980Q2,51958.6400000002,44487.0930165231,7471.54698347713,14.3797970529581%,0.311943061096454,0.0103247437443425
RI,1980Q3,52501.021142763,45370.7351652375,7130.2859775255,13.5812329404728%,0.315199344054484,0.00986335882933936
RI,1980Q4,52869.3508207974,46267.4538129739,6601.89700782346,12.4871913600771%,0.317410677670197,0.00914678375816963
RI,1981Q1,53236.864672972,47228.1952259403,6008.6694470317,11.2866704001865%,0.319617113328303,0.00836040780504737
RI,1981Q2,53657.1089274246,48230.7767031017,5426.33222432291,10.1129791239078%,0.322140125461456,0.00756202950832271
RI,1981Q3,53957.8293645922,49291.2295116504,4666.59985294176,8.64860560162571%,0.323945554812654,0.00651042117601192
RI,1981Q4,54267.7591872676,50412.9204312198,3854.83875604778,7.103368213059%,0.325806274369795,0.00538137216581087
RI,1982Q1,54791.1455166839,51589.1820883759,3201.963428308,5.8439432103733%,0.32894851854197,0.00447051245525838
RI,1982Q2,55615.7884139841,52775.3293869977,2840.45902698638,5.10728896953329%,0.333899410822739,0.00396624175092412
RI,1982Q3,56752.3830751233,53914.7639213671,2837.61915375617,5%,0.340723161748892,0.00396248964935984
RI,1982Q4,58184.1665844862,55274.9582552618,2909.20832922431,5%,0.349319132134916,0.0045148337113342
RI,1983Q1,59790.9933083799,56801.4436429609,2989.54966541899,5%,0.358966006011965,0.00561805279145395
RI,1983Q2,61498.4795429947,58423.5555658449,3074.92397714974,5%,0.369217207406108,0.00737657512878638
RI,1983Q3,63227.8854780904,60066.4912041859,3161.39427390452,5%,0.379600007673247,0.00990541464935302
RI,1983Q4,64839.0959910555,61597.1411915027,3241.95479955278,5%,0.38927320041819,0.013056329599493
RI,1984Q1,66357.6826829014,63039.7985487563,3317.88413414508,5%,0.398390309357045,0.0169179433139656
RI,1984Q2,67975.2324201005,64576.4707990955,3398.76162100503,5%,0.40810156077736,0.0224669448963508
